,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
0,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
1183,Robin,JUNGLE,10,70%,2.7,2.1,3.7,7.8,4.5,314,12.6,238,1.62,0.45,0.51,0.30,-506,-7,-340,30%,20%,0,-
1184,Robo,TOP,63,76.2%,3.2,2.8,2.5,5.2,7.9,393,22.9,426,1.03,0.47,0.15,0.15,125,2,-54,25.4%,17.5%,0,26
1185,Rock,ADC,5,20%,2.3,2,2.4,3.6,7.9,374,25.6,462,1.10,0.48,0.26,0.18,-520,-44,-196,40%,0%,0,-
1186,Rock,TOP,34,64.7%,3.7,2.2,2,5.4,7.2,355,18.2,317,0.97,0.48,0.12,0.17,-306,-7,-44,14.7%,20.6%,0,6
1187,Rockky,TOP,36,72.2%,4.4,2.9,1.8,4.8,8.7,421,22.5,428,0.96,0.45,0.15,0.13,891,18,543,22.2%,13.9%,0,25
1188,Rodov,TOP,36,25%,1.8,2.3,3.5,4.1,7.1,353,21.1,382,0.82,0.39,0.15,0.14,-445,-9,-291,8.3%,25%,0,9
1189,Rogue,SUPPORT,55,70.9%,4.2,0.8,2.6,10.3,1.4,262,7.8,155,2.39,1.55,0.27,0.51,87,2,119,18.2%,12.7%,0,4
1190,Roison,MID,64,59.4%,6.3,3.4,1.5,6,8.8,405,30.2,586,0.87,0.36,0.18,0.09,-111,-4,-75,25%,10.9%,0,10
1191,Roki,MID,42,47.6%,2.6,2.9,2.8,4.5,8.4,384,24.2,421,0.97,0.42,0.23,0.18,-90,1,40,21.4%,11.9%,0,5
1192,RonOP,SUPPORT,74,45.9%,2.6,0.9,3.2,7.2,1.3,239,7.3,127,2.25,1.51,0.29,0.43,-163,2,-134,12.2%,5.4%,0,1
1193,Ronaldooo,ADC,1,100%,-,11,0,5,9.4,558,34.7,714,1.58,0.31,0.71,0.22,-175,-3,1662,0%,0%,0,2
1194,Ronaldooo,SUPPORT,7,57.1%,3.3,1.7,2.7,7.3,3.2,291,13.7,249,2.09,1.11,0.36,0.44,411,34,436,28.6%,14.3%,0,1
1195,Roo,SUPPORT,7,28.6%,1.7,1.7,3.3,4,1.8,248,7.2,131,2.35,1.44,0.30,0.41,-319,3,-139,0%,14.3%,0,-
1196,RooKie,MID,116,63.8%,3.9,4,2.8,6.9,8.1,403,26.5,590,1.13,0.43,0.25,0.22,173,6,-37,4.3%,1.7%,0,11
1197,Roulette,JUNGLE,24,33.3%,3.1,2.7,2.7,5.5,5.1,331,17.7,282,1.14,0.35,0.27,0.22,73,2,234,41.7%,4.2%,0,6
1198,Route,ADC,93,16.1%,2.4,2.5,2.2,2.8,9.9,417,29.8,458,1.37,0.46,0.45,0.20,-16,-1,-62,19.4%,8.6%,0,8
1199,Rozara,JUNGLE,2,50%,0.5,0,6.5,3.5,3.7,243,10.9,161,1.19,0.47,0.28,0.31,-1268,-18,-943,0%,0%,0,-
1200,Ruby,MID,5,40%,2.3,2.2,2.4,3.4,9.1,385,25.1,382,0.79,0.33,0.25,0.10,-64,-2,248,0%,0%,0,1
1201,Rufus,SUPPORT,15,40%,2.8,0.8,4,10.5,1.4,253,9.9,193,2.11,1.39,0.19,0.49,96,3,78,26.7%,0%,0,-
1202,Ruin,TOP,68,69.1%,3.1,3.4,2.7,5,8.4,417,26.1,505,1.11,0.51,0.17,0.19,449,9,263,20.6%,23.5%,0,42
1203,Ruler,ADC,97,46.4%,4.8,3.3,1.4,3.5,10.4,454,33.6,525,1.62,0.51,0.53,0.20,167,1,-23,34%,6.2%,0,8
1204,Rulfchen,JUNGLE,14,42.9%,3.1,2.9,2.4,4.4,5.5,352,17.9,296,1.58,0.52,0.36,0.27,438,4,518,50%,7.1%,0,7
1205,Rush,JUNGLE,26,42.3%,2.3,1.3,3.4,6.6,4.8,309,11.6,210,1.43,0.42,0.36,0.26,-194,-4,-254,19.2%,11.5%,0,4
1206,Ruso,MID,27,37%,2.6,4.7,3.8,5.4,7.8,398,26.6,501,0.89,0.35,0.21,0.08,-308,-12,-373,22.2%,14.8%,0,10
1207,Ruvelius,ADC,20,20%,2.4,2.9,2.5,3.1,8.9,412,31.4,488,0.87,0.35,0.19,0.12,60,-3,-65,25%,10%,0,3
1208,Ry0ma,MID,55,70.9%,4.7,4.4,2.2,5.9,8.9,424,25.8,514,0.92,0.33,0.20,0.20,138,5,287,20%,7.3%,0,25
1209,Ryan,JUNGLE,7,28.6%,1.8,1,2.9,4,5.2,302,11.4,166,2.03,0.92,0.43,0.35,-35,6,137,14.3%,28.6%,0,-
1210,Rybson,JUNGLE,76,51.3%,3,2.4,3.1,6.9,4.8,325,13.9,256,1.49,0.51,0.34,0.33,-97,-3,-7,43.4%,19.7%,0,10
1211,Ryd,TOP,16,12.5%,1.2,2.4,4.6,3,7,333,20.9,351,0.67,0.35,0.09,0.13,-648,-10,-553,18.8%,18.8%,0,4
1212,Ryu,MID,19,47.4%,2.7,3.1,2.5,3.8,8.4,388,25.7,445,1.07,0.51,0.22,0.24,-246,-11,-133,15.8%,5.3%,0,3
1213,Ryuzaki,JUNGLE,14,28.6%,2.7,2.1,2.7,5.3,4.5,311,14.7,239,1.61,0.76,0.30,0.39,-94,-13,-378,50%,0%,0,2
1214,S,ADC,1,0%,16,8,1,8,9.1,468,35.5,880,1.14,0.54,0.18,0.18,-375,-21,-49,0%,0%,0,-
1215,S1d,SUPPORT,14,14.3%,1.3,0.6,4.3,4.9,1,232,8.6,159,2.05,1.27,0.26,0.42,-371,-6,-144,0%,0%,0,-
1216,SSUN,MID,15,40%,2.3,1.5,3.1,5.5,7.8,350,21.4,331,1.13,0.60,0.24,0.39,-433,-10,-382,13.3%,6.7%,1,1
1217,SSol,ADC,9,22.2%,2.3,2.2,2.9,4.3,10,412,28.0,485,1.28,0.38,0.49,0.14,-636,-9,-597,11.1%,22.2%,0,1
1218,SaNTaS,SUPPORT,59,64.4%,4.3,1.3,2.1,7.6,1.7,275,9.0,170,2.26,1.27,0.33,0.35,149,-1,29,18.6%,6.8%,0,1
1219,SaNTaS,ADC,1,100%,18,9,1,9,7.6,449,15.2,593,0.75,0.41,0.06,0.06,2712,38,1830,0%,0%,0,1
1220,Sabbath,ADC,10,20%,3.7,3.1,2,4.2,8.1,372,27.9,544,0.90,0.38,0.25,0.15,-224,-3,-140,20%,10%,0,1
1221,Sacre,TOP,36,52.8%,3.5,2.8,2,4.4,8.4,400,24.4,476,1.07,0.53,0.17,0.20,474,10,193,16.7%,8.3%,0,10
1222,Sacred,SUPPORT,10,70%,4,1.4,2.5,8.5,1.3,281,10.4,180,2.34,1.35,0.32,0.39,273,-7,-153,60%,0%,0,1
1223,Saddy,ADC,1,100%,3.3,7,6,13,7.4,514,19.8,816,0.47,0.20,0.17,0.00,-180,-17,-2364,100%,0%,0,1
1224,Saizo,JUNGLE,5,20%,1.7,1.8,3.2,3.6,5.3,315,13.1,289,1.62,0.61,0.41,0.27,-23,-3,-109,40%,0%,0,1
1225,Saken,MID,48,52.1%,4.2,4.1,2.4,5.8,8.5,411,25.1,462,1.17,0.55,0.20,0.30,596,6,291,29.2%,8.3%,0,27
1226,Samux,ADC,43,58.1%,4.8,3.8,1.8,5,9,427,25.8,475,1.04,0.35,0.26,0.11,68,7,225,16.3%,2.3%,0,4
1227,Samyaza,MID,6,33.3%,1.5,1.5,3.5,3.8,8.1,360,22.2,375,0.95,0.43,0.19,0.15,-1119,-16,-626,16.7%,16.7%,0,1
1228,Sanchez,ADC,35,34.3%,3.3,3.2,1.9,3.1,9.4,421,26.4,448,0.95,0.37,0.22,0.12,113,7,100,8.6%,0%,0,-
1229,Sangyoon,ADC,93,45.2%,4.3,2.9,1.5,3.8,10.1,433,29.9,475,1.20,0.35,0.38,0.12,-112,-1,-18,15.1%,7.5%,0,-
1230,Santorin,JUNGLE,48,37.5%,4.2,2,1.7,5.2,5.1,315,14.7,219,1.62,0.57,0.42,0.27,163,7,293,52.1%,4.2%,0,1
1231,Saulius,MID,41,73.2%,3.7,4.4,2.4,4.3,9.2,444,25.2,511,1.20,0.43,0.27,0.15,625,11,74,9.8%,4.9%,0,12
1232,Savage,JUNGLE,11,45.5%,2.6,3.4,3.3,5,5.4,350,19.0,320,1.36,0.42,0.37,0.39,471,4,433,45.5%,9.1%,0,2
1233,Sawyor,JUNGLE,31,61.3%,4.5,3.2,2.5,7.9,5.2,352,15.7,310,1.68,0.56,0.35,0.28,355,3,165,29%,3.2%,0,3
1234,Scarface,TOP,23,43.5%,2.3,2.6,2.3,2.6,7.8,380,20.3,355,0.83,0.40,0.13,0.18,37,-3,-186,13%,4.3%,0,3
1235,Scarlet,MID,33,36.4%,3,3,2.3,4.1,8.6,389,29.5,532,0.83,0.38,0.14,0.17,-147,-2,-190,9.1%,0%,0,10
1236,Score,JUNGLE,65,36.9%,2.8,1.8,2.7,5.7,4.7,306,13.3,208,2.00,0.85,0.50,0.34,-52,-0,49,41.5%,9.2%,0,5
1237,Scout,MID,83,56.6%,4.4,3.5,2,5.3,8.6,405,26.4,485,-,0.41,0.32,0.18,-,-,-,0%,0%,0,-
1238,SeMike,JUNGLE,18,33.3%,2.9,2.7,2.9,5.9,5.1,326,15.3,273,1.47,0.45,0.31,0.27,-19,8,258,16.7%,11.1%,0,3
1239,SeMike,SUPPORT,2,50%,3.3,0,3.5,11.5,0.6,221,7.9,140,2.08,1.12,0.45,0.33,-25,-21,-225,50%,0%,0,-
1240,Sebekx,MID,62,51.6%,3.6,3.7,2.5,5.2,8.7,404,26.6,481,1.07,0.43,0.19,0.15,205,9,257,4.8%,4.8%,1,20
1241,Secret,SUPPORT,7,71.4%,3.6,0.9,2.4,8,1.4,255,7.3,123,2.45,1.64,0.42,0.51,152,-4,489,42.9%,0%,0,-
1242,Sega,TOP,17,23.5%,1.7,3.1,4.2,3.8,6.7,350,20.4,403,0.92,0.46,0.12,0.21,-402,-17,39,17.6%,11.8%,0,10
1243,Seize,JUNGLE,27,29.6%,2.2,2.2,2.9,4.4,4.4,295,13.4,222,1.82,0.91,0.45,0.46,-224,-6,-250,37%,3.7%,0,2
1244,Sekzahajuku,JUNGLE,18,44.4%,3,3.3,3.7,8,5.3,358,15.8,360,1.21,0.38,0.29,0.29,382,9,579,22.2%,11.1%,0,7
1245,Selfie,MID,55,60%,3.6,3.7,2.5,5.4,9.5,434,29.5,593,1.16,0.44,0.24,0.18,69,9,208,12.7%,12.7%,0,21
1246,Selfmade,JUNGLE,42,42.9%,3.1,2.3,2.6,5.9,5,321,15.4,276,1.42,0.56,0.33,0.32,58,4,138,35.7%,2.4%,0,5
1247,Selfway,SUPPORT,5,0%,0.8,0.2,5,3.6,0.9,224,8.0,106,2.08,1.29,0.32,0.39,-696,-5,-531,0%,20%,0,-
1248,Senan,SUPPORT,62,50%,2.2,0.6,3,6,1.3,234,7.7,121,2.25,1.56,0.27,0.50,-101,1,-10,17.7%,16.1%,0,-
1249,Sencux,MID,22,13.6%,2.1,2.6,2.6,2.7,8.5,374,25.6,380,0.93,0.43,0.15,0.18,-200,-4,-149,13.6%,4.5%,0,6
1250,Send0o,TOP,27,66.7%,3.3,2.4,2.4,5.3,7.9,388,22.9,455,1.17,0.52,0.19,0.19,279,1,-72,3.7%,14.8%,0,5
1251,SeongHwan,JUNGLE,13,38.5%,2.9,1.7,2.7,6.2,5,312,13.4,241,1.81,0.67,0.47,0.34,-195,-4,-361,38.5%,0%,0,2
1252,Sephis,JUNGLE,1,0%,2,1,2,3,5.6,317,18.4,137,1.41,0.42,0.57,0.42,-80,20,587,0%,0%,0,-
1253,ShaDow (CN),TOP,18,83.3%,3.8,5.3,2.9,5.7,8.2,474,29.2,621,0.76,0.34,0.14,0.06,1680,15,748,22.2%,16.7%,0,22
1254,Shadow,SUPPORT,47,38.3%,3.3,0.4,2.1,6.6,1.5,256,9.0,149,2.25,1.40,0.25,0.46,89,-1,178,34%,2.1%,0,-
1255,Shakuras,TOP,4,0%,0.6,0.5,4.5,2.3,6.7,317,17.9,303,0.87,0.38,0.13,0.10,-912,-22,-1268,0%,25%,0,-
1256,Shaoran,SUPPORT,35,40%,1.8,0.9,4.1,6.7,1.3,250,8.1,147,2.25,1.39,0.29,0.45,-2,0,-14,20%,8.6%,0,1
1257,Sharp,JUNGLE,21,57.1%,4,1.7,2.2,7.3,4.5,310,11.5,229,1.73,0.83,0.32,0.39,12,-2,-119,42.9%,14.3%,0,2
1258,ShatterStefi,SUPPORT,4,0%,0.7,1.3,4.5,2,0.7,225,10.9,129,2.04,0.97,0.38,0.23,-1662,-14,-580,0%,75%,0,1
1259,Shawn,SUPPORT,14,14.3%,2.2,0.9,3.2,6.3,0.7,225,9.3,147,1.98,1.11,0.26,0.31,-145,2,-199,42.9%,7.1%,0,-
1260,Sheep,SUPPORT,18,38.9%,2.9,0.6,3.1,8.2,1.4,247,7.5,134,2.19,1.48,0.18,0.51,36,-2,85,16.7%,11.1%,0,-
1261,Shemek,TOP,46,52.2%,4.2,2.3,1.8,5.6,7.1,363,21.2,387,0.90,0.44,0.11,0.16,94,-7,-101,21.7%,0%,0,10
1262,Shiage,MID,34,52.9%,4.1,3.1,1.9,4.5,8.2,390,25.9,475,0.90,0.32,0.18,0.12,-184,-7,3,8.8%,11.8%,0,16
1263,ShiauC,SUPPORT,89,48.3%,3.5,0.9,2.5,8.1,1.6,250,8.5,143,2.42,1.59,0.27,0.48,38,1,108,27%,9%,0,-
1264,Shiganari,ADC,14,28.6%,3.1,5,3,4.3,8.9,443,29.3,590,0.87,0.36,0.27,0.18,588,10,151,14.3%,21.4%,0,4
1265,Shikari,TOP,28,67.9%,3.4,2.4,2.3,5.4,7,360,18.2,341,1.25,0.58,0.21,0.29,104,2,64,14.3%,0%,0,7
1266,Shine,ADC,13,30.8%,2.7,3,2.5,3.9,8.6,399,24.5,444,0.95,0.45,0.18,0.21,-659,-8,-463,7.7%,7.7%,0,1
1267,Shine,TOP,28,46.4%,2.2,3.7,3.1,3,9,423,23.2,468,0.71,0.31,0.10,0.05,-77,2,-88,21.4%,17.9%,0,29
1268,Shini,JUNGLE,65,55.4%,3.4,2.5,2.7,6.6,5.7,349,17.5,313,1.50,0.50,0.35,0.30,269,6,443,44.6%,10.8%,0,11
1269,Shlatan,JUNGLE,32,53.1%,3.2,3.3,3.1,6.7,4.6,332,16.0,309,1.39,0.56,0.28,0.37,10,-3,-210,28.1%,15.6%,0,8
1270,Shmebu,SUPPORT,46,37%,2.3,0.7,2.9,6.1,1.3,259,9.9,172,2.15,1.25,0.26,0.46,102,-6,-128,21.7%,8.7%,0,1
1271,Shogun,SUPPORT,17,58.8%,3,0.5,3.1,8.7,1.5,252,8.5,148,1.92,0.97,0.28,0.26,-149,-3,22,23.5%,11.8%,0,-
1272,Shok,ADC,2,100%,11,3,1,8,7.5,424,22.2,408,1.22,0.48,0.22,0.17,34,-31,-82,0%,0%,0,-
1273,Shok,MID,40,45%,4.3,2.6,1.9,5.7,8.6,390,28.3,490,0.98,0.44,0.19,0.24,72,5,42,15%,5%,0,7
1274,Shok,SUPPORT,3,0%,2.2,0.7,2,3.7,5.9,295,15.5,220,1.55,0.83,0.28,0.31,1272,75,812,33.3%,33.3%,0,-
1275,Shoryu,ADC,46,50%,5.3,3.6,1.6,4.7,9,422,27.0,476,0.90,0.32,0.25,0.14,40,-6,-37,32.6%,4.3%,0,2
1276,Shout,ADC,14,7.1%,1.8,2.2,3.1,3.6,8.5,389,22.1,380,0.49,0.26,0.10,0.08,-1268,-14,-615,14.3%,7.1%,0,-
1277,ShowMaker,MID,127,59.8%,5.5,3.4,1.6,5.4,9,413,23.9,429,1.15,0.51,0.27,0.23,124,2,61,10.2%,6.3%,1,21
1278,Shrimp,JUNGLE,63,76.2%,4.4,3.5,2.4,7.1,5.9,375,16.8,317,1.94,0.73,0.48,0.28,474,7,300,50.8%,7.9%,0,14
1279,Siler,TOP,1,0%,1,1,4,3,7.9,316,24.8,490,1.04,0.55,0.16,0.23,-195,-12,-144,0%,0%,0,-
1280,Siler,MID,17,47.1%,3.4,3.4,2.6,5.5,8.2,392,24.4,520,1.18,0.50,0.26,0.22,-401,-10,-431,11.8%,17.6%,0,1
1281,Simpy,SUPPORT,42,57.1%,3.7,1,2.9,9.7,1.4,273,9.7,184,2.24,1.21,0.32,0.32,218,1,-31,19%,4.8%,0,1
1282,Sinistro,MID,6,50%,3.8,1.8,1.8,5.2,7.4,349,23.2,382,1.26,0.58,0.21,0.28,298,4,150,33.3%,0%,0,1
1283,Sinmivak,TOP,29,37.9%,2.8,1.9,2.3,4.4,7.7,359,20.0,360,1.06,0.54,0.11,0.24,-351,-7,-327,10.3%,13.8%,0,5
1284,SirNukesAlot,SUPPORT,6,66.7%,5.6,2.2,1.8,8.2,1.7,271,9.1,159,2.21,1.42,0.14,0.35,-74,12,149,0%,16.7%,0,-
1285,Sirinox,ADC,43,60.5%,4.6,4.1,2,5.2,8.3,409,23.3,434,1.19,0.50,0.23,0.18,-127,-12,-93,14%,7%,0,3
1286,Sirinox,JUNGLE,1,0%,1.3,2,3,2,6,321,18.2,221,0.80,0.30,0.11,0.11,-345,-12,-992,100%,0%,0,-
1287,Sirinox,SUPPORT,1,100%,7.3,13,3,9,1.4,540,11.3,340,2.42,0.95,0.72,0.15,1623,22,404,100%,0%,0,-
1288,Skain,SUPPORT,23,52.2%,3,0.9,3.1,8.3,0.8,241,7.9,152,2.18,1.16,0.27,0.38,-66,-11,-313,30.4%,21.7%,0,-
1289,Skar,TOP,16,37.5%,1.7,2.5,3.7,3.9,7.5,353,19.9,356,0.66,0.34,0.08,0.13,-678,-12,-291,18.8%,31.3%,0,5
1290,Skash,SUPPORT,17,35.3%,2.7,0.8,3.1,7.3,1.6,253,9.1,169,2.18,1.26,0.28,0.37,-36,1,-44,17.6%,5.9%,0,2
1291,Skeanz,JUNGLE,46,52.2%,5.5,3.9,2,7.1,5.4,358,17.6,328,1.29,0.44,0.26,0.30,544,5,331,47.8%,2.2%,0,11
1292,Skeden,JUNGLE,6,16.7%,1.6,0.3,4.5,7,4.2,278,10.9,165,1.16,0.65,0.17,0.43,-949,-20,-817,50%,0%,0,-
1293,SkuLL,SUPPORT,58,32.8%,2.6,0.4,2.7,6.5,1.6,248,9.4,155,2.24,1.50,0.26,0.48,-36,2,-52,31%,8.6%,0,-
1294,Skudzy,JUNGLE,9,22.2%,2.5,2.1,3.4,6.7,4.9,315,13.9,279,1.52,0.62,0.36,0.33,-184,-1,-82,0%,11.1%,0,1
1295,Sky,MID,30,40%,3.4,2.7,2.2,4.9,8.7,386,31.9,514,0.94,0.34,0.21,0.15,8,5,289,20%,6.7%,0,5
1296,SkyBart,TOP,9,11.1%,1.5,2,2.4,1.7,9,386,28.2,443,1.03,0.47,0.23,0.19,148,6,2,33.3%,11.1%,0,1
1297,Skyp,ADC,3,66.7%,5.2,3.7,1.7,5,9,435,22.7,460,1.03,0.40,0.18,0.13,380,-5,201,0%,0%,0,-
1298,Slay,SUPPORT,39,69.2%,4.5,1.3,2.6,10.4,1.1,257,11.3,233,2.02,1.11,0.31,0.39,-18,-3,224,23.1%,5.1%,0,-
1299,Slay,ADC,14,57.1%,3.5,3.2,2.4,5,9.3,427,25.3,500,1.13,0.42,0.26,0.13,-302,-6,-175,14.3%,14.3%,0,2
1300,Slayder,ADC,76,55.3%,4.8,5.1,2,4.6,10,477,25.3,485,1.06,0.37,0.26,0.13,329,14,348,15.8%,5.3%,0,15
1301,Sleeping,TOP,33,69.7%,3,4,3,5,8.4,418,25.0,508,1.01,0.50,0.13,0.18,345,8,255,18.2%,12.1%,0,17
1302,Slow,TOP,1,0%,2.5,1,4,9,7.3,355,17.0,340,1.26,0.57,0.06,0.25,-777,-22,-356,0%,0%,0,-
1303,Slow,SUPPORT,75,66.7%,5.3,0.9,1.9,8.9,1.6,264,9.3,167,2.63,1.36,0.42,0.45,28,2,203,26.7%,2.7%,0,-
1304,Sly,SUPPORT,18,27.8%,1.9,0.9,5.1,8.7,0.9,242,9.5,191,2.04,1.10,0.26,0.40,-625,-9,-359,16.7%,5.6%,0,-
1305,SmLz,ADC,72,47.2%,3.1,3.4,2.7,4.8,9.8,447,31.6,597,-,0.33,0.38,0.11,-,-,-,0%,0%,0,-
1306,SmLz,SUPPORT,2,50%,6.4,2.5,2.5,13.5,0.7,335,24.1,537,-,1.03,0.28,0.28,-,-,-,-,-,0,-
1307,Smeb,TOP,57,31.6%,2.2,2.3,2.6,3.4,8.4,377,24.5,389,0.95,0.48,0.16,0.17,-210,-5,-232,14%,17.5%,0,13
1308,Smile,JUNGLE,39,33.3%,2,1.6,3.3,5,4.3,295,14.5,229,1.56,0.66,0.35,0.38,-313,-8,-368,51.3%,12.8%,0,1
1309,SmittyJ,TOP,31,58.1%,2.8,3.1,3.3,5.8,8.5,403,24.5,513,1.10,0.43,0.22,0.12,449,14,265,22.6%,6.5%,0,9
1310,Smoke,TOP,5,40%,2.8,1.8,2.4,4.8,8,364,18.9,266,1.17,0.37,0.28,0.13,-204,-8,-208,20%,0%,0,-
1311,Smoothie,SUPPORT,64,54.7%,3.4,0.6,2.5,7.8,1.3,234,7.4,134,2.27,1.51,0.23,0.47,-156,1,-64,26.6%,14.1%,0,-
1312,Smurf,TOP,17,41.2%,2.7,2.5,2.3,3.8,8.2,398,25.6,413,0.89,0.37,0.16,0.11,701,9,437,11.8%,11.8%,0,2
1313,Sneaky,ADC,55,60%,4.2,3.4,2.2,5.6,8.7,425,29.0,588,1.21,0.41,0.38,0.15,-231,-11,-250,12.7%,12.7%,0,4
1314,Snoower,MID,27,29.6%,2.4,3.1,3,4.1,8.6,377,25.4,407,1.02,0.42,0.18,0.18,-141,-4,-214,29.6%,7.4%,0,9
1315,SnowFlower,SUPPORT,93,37.6%,2.4,0.6,2.8,6.3,1.7,245,9.1,139,2.60,1.51,0.43,0.46,-76,1,-147,26.9%,9.7%,0,-
1316,Snuggli,SUPPORT,8,37.5%,2.7,0.9,2.9,7,1.8,240,7.1,136,2.26,1.30,0.31,0.41,-230,4,1,37.5%,25%,0,-
1317,SoHwan,TOP,44,47.7%,3.1,2.3,1.9,3.7,8.1,379,20.9,327,1.04,0.40,0.22,0.17,352,5,151,20.5%,4.5%,0,8
1318,SoaR,TOP,8,25%,1.2,1.6,3.5,2.5,7.5,344,24.8,357,0.83,0.34,0.15,0.12,-175,-3,-373,0%,37.5%,0,1
1319,Sof,JUNGLE,10,30%,1.8,2,3.1,3.7,4.8,311,11.6,205,1.75,0.87,0.37,0.32,-192,-4,-322,50%,0%,0,1
1320,SofM,JUNGLE,81,45.7%,3.3,2.1,2.6,6.4,5.1,323,14.8,257,-,0.90,0.55,0.44,-,-,-,0%,0%,0,-
1321,SolidSnake,JUNGLE,53,60.4%,4.2,2.5,2.1,6.2,5.3,339,14.0,258,1.63,0.57,0.39,0.31,75,1,73,35.8%,7.5%,0,4
1322,Soligo,MID,56,53.6%,3.4,2.9,2.5,5.6,8.1,388,26.3,512,0.99,0.45,0.20,0.21,-151,-5,-122,12.5%,10.7%,0,10
1323,Something,TOP,2,0%,1.2,5,7,3.5,6.1,386,19.2,500,0.56,0.27,0.05,0.02,-977,-20,-1439,0%,50%,0,2
1324,Soren,JUNGLE,2,0%,1.3,1,2,1.5,3.9,266,9.1,110,1.40,0.66,0.31,0.41,-530,-12,-619,50%,0%,0,-
1325,Sorn,JUNGLE,69,43.5%,2.8,2.9,2.9,5.4,5.1,340,17.6,306,1.63,0.61,0.40,0.42,318,5,152,39.1%,13%,0,14
1326,Soul,ADC,19,21.1%,2.1,2.5,2.8,3.4,9.2,399,28.0,508,0.95,0.34,0.25,0.11,-380,1,-198,26.3%,0%,0,1
1327,Souli,JUNGLE,1,0%,1.5,4,6,5,5.6,328,19.3,485,1.19,0.53,0.33,0.25,-582,28,543,0%,0%,0,-
1328,Southwind,SUPPORT,78,29.5%,2.8,0.8,2.7,6.8,1.8,276,9.7,160,-,1.42,0.33,0.37,-,-,-,0%,0%,0,-
1329,SozPurefect,MID,32,53.1%,3.1,3.8,3.1,5.8,8.3,398,23.0,472,1.11,0.55,0.21,0.28,35,1,205,21.9%,15.6%,0,5
1330,Special,MID,24,50%,3.4,3.4,2.3,4.3,8.8,400,27.5,501,1.13,0.44,0.25,0.18,4,0,-113,8.3%,0%,0,7
1331,Speedy,JUNGLE,19,31.6%,2.4,0.8,3,6.4,4.9,305,11.2,189,1.37,0.48,0.34,0.37,-233,4,-247,26.3%,15.8%,0,-
1332,Spica,JUNGLE,32,50%,3.1,1.9,3.1,7.6,4.8,322,11.9,230,1.40,0.51,0.36,0.31,102,-0,79,28.1%,9.4%,0,1
1333,Spirit,SUPPORT,4,50%,2.6,1,5,12,0.7,243,11.2,218,2.25,1.21,0.36,0.47,-694,-14,574,25%,25%,0,-
1334,Spirit,JUNGLE,5,0%,0.8,1,3.2,1.6,5,288,16.5,222,1.71,0.76,0.38,0.37,-69,1,-92,20%,20%,0,-
1335,Spirit,ADC,8,37.5%,3.2,3.4,3.3,7,7.6,378,24.8,489,1.25,0.58,0.31,0.25,-145,-10,331,37.5%,12.5%,0,1
1336,Spirit,TOP,2,0%,0.6,0.5,6,3,6.4,291,18.4,314,0.34,0.24,0.02,0.00,-3000,-56,-2096,0%,50%,0,-
1337,Spoice,TOP,35,25.7%,1.6,3,4.2,3.9,6.7,344,22.8,401,0.82,0.44,0.08,0.14,-443,-7,-218,17.1%,14.3%,0,13
1338,Spooky,JUNGLE,17,29.4%,2.2,1.8,3.2,5.3,4.8,311,13.0,217,1.49,0.55,0.36,0.29,-371,-7,-389,11.8%,17.6%,0,3
1339,Spookz,JUNGLE,65,50.8%,2.8,2.7,3.4,6.8,4.9,330,14.1,278,1.58,0.53,0.38,0.28,-63,-1,30,38.5%,9.2%,0,4
1340,Spot,JUNGLE,35,42.9%,3.2,3.4,2.8,5.5,5.4,352,17.9,335,1.43,0.52,0.34,0.31,150,10,527,17.1%,11.4%,1,11
1341,StarScreen,TOP,36,36.1%,2.2,2.9,3.1,3.9,8.1,381,21.2,331,1.05,0.48,0.22,0.17,-169,-1,38,13.9%,8.3%,0,14
1342,Stark,TOP,72,55.6%,2.4,2.7,3.3,5.1,8.4,402,23.8,444,0.94,0.41,0.17,0.11,-1,1,-28,19.4%,11.1%,0,28
1343,Steal,JUNGLE,59,81.4%,4.6,2.1,2.1,7.4,5.3,338,13.2,251,2.34,0.97,0.60,0.39,-73,2,-69,40.7%,13.6%,0,5
1344,SteeelBackR,SUPPORT,51,76.5%,6.7,1.4,1.9,11.1,1.2,270,6.6,136,2.19,1.45,0.20,0.50,147,-3,13,35.3%,3.9%,0,2
1345,Stefan,JUNGLE,20,35%,2.8,2.2,2.9,5.8,5.4,335,13.3,254,1.37,0.42,0.32,0.22,221,6,90,60%,5%,0,2
1346,StenBosse,TOP,19,5.3%,1.4,1.7,3.4,2.9,7.2,336,27.5,384,0.83,0.40,0.14,0.15,-687,-7,-375,5.3%,10.5%,0,4
1347,Stitch,ADC,3,0%,0.5,0.3,2,0.7,9.2,359,26.4,288,1.21,0.39,0.40,0.13,-634,-11,-386,0%,0%,0,-
1348,Stixxay,ADC,55,54.5%,4,3,1.8,4.3,9.4,421,26.1,473,1.21,0.47,0.36,0.22,-141,0,-72,14.5%,12.7%,0,5
